"","GISJOIN","count","name","county","total_units","total_pct_occupied","total_occupied","total_pct_reported","total_reported","total_months_since_report","total_people_reporting","total_people_per_unit","total_rent_per_month","total_spending_per_month","total_hh_income","total_person_income","total_pct_lt5k","total_pct_5k_lt10k","total_pct_10k_lt15k","total_pct_15k_lt20k","total_pct_ge20k","total_pct_wage_major","total_pct_welfare_major","total_pct_other_major","total_pct_median","total_pct_lt50_median","total_pct_lt30_median","total_pct_2adults","total_pct_1adult","total_pct_female_head","total_pct_female_head_child","total_pct_disabled_lt62","total_pct_disabled_ge62","total_pct_disabled_all","total_pct_lt24_head","total_pct_age25_50","total_pct_age51_61","total_pct_age62plus","total_pct_age85plus","total_pct_minority","total_pct_black_nonhsp","total_pct_native_american_nonhsp","total_pct_asian_pacific_nonhsp","total_pct_white_nothsp","total_pct_black_hsp","total_pct_wht_hsp","total_pct_oth_hsp","total_pct_hispanic","total_pct_multi","total_months_waiting","total_months_from_movein","total_pct_utility_allow","total_pct_lt5kave_util_allow","pg2_units","pg2_pct_occupied","pg2_occupied_units","pg2_pct_reported","pg2_reported_units","pg2_months_since_report","pg2_people_reporting","pg2_people_per_unit","pg2_rent_per_month","pg2_spending_per_month","pg2_hh_income","pg2_person_income","pg2_pct_lt5k","pg2_pct_5k_lt10k","pg2_pct_10k_lt15k","pg2_pct_15k_lt20k","pg2_pct_ge20k","pg2_pct_wage_major","pg2_pct_welfare_major","pg2_pct_other_major","pg2_pct_median","pg2_pct_lt50_median","pg2_pct_lt30_median","pg2_pct_2adults","pg2_pct_1adult","pg2_pct_female_head","pg2_pct_female_head_child","pg2_pct_disabled_lt62","pg2_pct_disabled_ge62","pg2_pct_disabled_all","pg2_pct_lt24_head","pg2_pct_age25_50","pg2_pct_age51_61","pg2_pct_age62plus","pg2_pct_age85plus","pg2_pct_minority","pg2_pct_black_nonhsp","pg2_pct_native_american_nonhsp","pg2_pct_asian_pacific_nonhsp","pg2_pct_white_nothsp","pg2_pct_black_hsp","pg2_pct_wht_hsp","pg2_pct_oth_hsp","pg2_pct_hispanic","pg2_pct_multi","pg2_months_waiting","pg2_months_from_movein","pg2_pct_utility_allow","pg2_pct_lt5kave_util_allow","pg2_pct_bed1","pg2_pct_bed2","pg2_pct_bed3","pg2_pct_overhoused","pg2_tpoverty","pg2_tminority","pg2_tpct_ownsfd","pg3_units","pg3_pct_occupied","pg3_occupied_units","pg3_pct_reported","pg3_reported_units","pg3_months_since_report","pg3_people_reporting","pg3_people_per_unit","pg3_rent_per_month","pg3_spending_per_month","pg3_hh_income","pg3_person_income","pg3_pct_lt5k","pg3_pct_5k_lt10k","pg3_pct_10k_lt15k","pg3_pct_15k_lt20k","pg3_pct_ge20k","pg3_pct_wage_major","pg3_pct_welfare_major","pg3_pct_other_major","pg3_pct_median","pg3_pct_lt50_median","pg3_pct_lt30_median","pg3_pct_2adults","pg3_pct_1adult","pg3_pct_female_head","pg3_pct_female_head_child","pg3_pct_disabled_lt62","pg3_pct_disabled_ge62","pg3_pct_disabled_all","pg3_pct_lt24_head","pg3_pct_age25_50","pg3_pct_age51_61","pg3_pct_age62plus","pg3_pct_age85plus","pg3_pct_minority","pg3_pct_black_nonhsp","pg3_pct_native_american_nonhsp","pg3_pct_asian_pacific_nonhsp","pg3_pct_white_nothsp","pg3_pct_black_hsp","pg3_pct_wht_hsp","pg3_pct_oth_hsp","pg3_pct_hispanic","pg3_pct_multi","pg3_months_waiting","pg3_months_from_movein","pg3_pct_utility_allow","pg3_pct_lt5kave_util_allow","pg4_units","pg4_pct_occupied","pg4_occupied_units","pg4_pct_reported","pg4_reported_units","pg4_months_since_report","pg4_people_reporting","pg4_people_per_unit","pg4_rent_per_month","pg4_spending_per_month","pg4_hh_income","pg4_person_income","pg4_pct_lt5k","pg4_pct_5k_lt10k","pg4_pct_10k_lt15k","pg4_pct_15k_lt20k","pg4_pct_ge20k","pg4_pct_wage_major","pg4_pct_welfare_major","pg4_pct_other_major","pg4_pct_median","pg4_pct_lt50_median","pg4_pct_lt30_median","pg4_pct_2adults","pg4_pct_1adult","pg4_pct_female_head","pg4_pct_female_head_child","pg4_pct_disabled_lt62","pg4_pct_disabled_ge62","pg4_pct_disabled_all","pg4_pct_lt24_head","pg4_pct_age25_50","pg4_pct_age51_61","pg4_pct_age62plus","pg4_pct_age85plus","pg4_pct_minority","pg4_pct_black_nonhsp","pg4_pct_native_american_nonhsp","pg4_pct_asian_pacific_nonhsp","pg4_pct_white_nothsp","pg4_pct_black_hsp","pg4_pct_wht_hsp","pg4_pct_oth_hsp","pg4_pct_hispanic","pg4_pct_multi","pg4_months_waiting","pg4_months_from_movein","pg4_pct_utility_allow","pg4_pct_lt5kave_util_allow","pg5_units","pg5_pct_occupied","pg5_occupied_units","pg5_pct_reported","pg5_reported_units","pg5_months_since_report","pg5_people_reporting","pg5_people_per_unit","pg5_rent_per_month","pg5_spending_per_month","pg5_hh_income","pg5_person_income","pg5_pct_lt5k","pg5_pct_5k_lt10k","pg5_pct_10k_lt15k","pg5_pct_15k_lt20k","pg5_pct_ge20k","pg5_pct_wage_major","pg5_pct_welfare_major","pg5_pct_other_major","pg5_pct_median","pg5_pct_lt50_median","pg5_pct_lt30_median","pg5_pct_2adults","pg5_pct_1adult","pg5_pct_female_head","pg5_pct_female_head_child","pg5_pct_disabled_lt62","pg5_pct_disabled_ge62","pg5_pct_disabled_all","pg5_pct_lt24_head","pg5_pct_age25_50","pg5_pct_age51_61","pg5_pct_age62plus","pg5_pct_age85plus","pg5_pct_minority","pg5_pct_black_nonhsp","pg5_pct_native_american_nonhsp","pg5_pct_asian_pacific_nonhsp","pg5_pct_white_nothsp","pg5_pct_black_hsp","pg5_pct_wht_hsp","pg5_pct_oth_hsp","pg5_pct_hispanic","pg5_pct_multi","pg5_months_waiting","pg5_months_from_movein","pg5_pct_utility_allow","pg5_pct_lt5kave_util_allow","pg7_units","pg7_reported","pg7_pct_reported","pg8_units","pg8_pct_occupied","pg8_occupied_units","pg8_pct_reported","pg8_reported_units","pg8_months_since_report","pg8_people_reporting","pg8_people_per_unit","pg8_rent_per_month","pg8_spending_per_month","pg8_hh_income","pg8_person_income","pg8_pct_lt5k","pg8_pct_5k_lt10k","pg8_pct_10k_lt15k","pg8_pct_15k_lt20k","pg8_pct_ge20k","pg8_pct_wage_major","pg8_pct_welfare_major","pg8_pct_other_major","pg8_pct_median","pg8_pct_lt50_median","pg8_pct_lt30_median","pg8_pct_2adults","pg8_pct_1adult","pg8_pct_female_head","pg8_pct_female_head_child","pg8_pct_disabled_lt62","pg8_pct_disabled_ge62","pg8_pct_disabled_all","pg8_pct_lt24_head","pg8_pct_age25_50","pg8_pct_age51_61","pg8_pct_age62plus","pg8_pct_age85plus","pg8_pct_minority","pg8_pct_black_nonhsp","pg8_pct_native_american_nonhsp","pg8_pct_asian_pacific_nonhsp","pg8_pct_white_nothsp","pg8_pct_black_hsp","pg8_pct_wht_hsp","pg8_pct_oth_hsp","pg8_pct_hispanic","pg8_pct_multi","pg8_months_waiting","pg8_months_from_movein","pg8_pct_utility_allow","pg8_pct_lt5kave_util_allow","pg9_units","pg9_pct_occupied","pg9_occupied_units","pg9_pct_reported","pg9_reported_units","pg9_months_since_report","pg9_people_reporting","pg9_people_per_unit","pg9_rent_per_month","pg9_spending_per_month","pg9_hh_income","pg9_person_income","pg9_pct_lt5k","pg9_pct_5k_lt10k","pg9_pct_10k_lt15k","pg9_pct_15k_lt20k","pg9_pct_ge20k","pg9_pct_wage_major","pg9_pct_welfare_major","pg9_pct_other_major","pg9_pct_median","pg9_pct_lt50_median","pg9_pct_lt30_median","pg9_pct_2adults","pg9_pct_1adult","pg9_pct_female_head","pg9_pct_female_head_child","pg9_pct_disabled_lt62","pg9_pct_disabled_ge62","pg9_pct_disabled_all","pg9_pct_lt24_head","pg9_pct_age25_50","pg9_pct_age51_61","pg9_pct_age62plus","pg9_pct_age85plus","pg9_pct_minority","pg9_pct_black_nonhsp","pg9_pct_native_american_nonhsp","pg9_pct_asian_pacific_nonhsp","pg9_pct_white_nothsp","pg9_pct_black_hsp","pg9_pct_wht_hsp","pg9_pct_oth_hsp","pg9_pct_hispanic","pg9_pct_multi","pg9_months_waiting","pg9_months_from_movein","pg9_pct_utility_allow","pg9_pct_lt5kave_util_allow"
"117","3400572060",1,"Tabernacle Township","005",1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"118","3400578200",1,"Westampton Township","005",26,97,25.22,103.846153846154,27,6,54,2,541,1189,22813,11407,7,0,26,22,44,15,0,85,25,93,74,4,26,74,22,68,75,41,0,44,26,30,0,74,59,4,4,26,0,7,0,7,4,28,91,100,150,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.97,25.22,107.057890563045,27,6,54,2,541,1189,22813,11407,7,0,26,22,44,15,0,85,25,93,74,4,26,74,22,68,75,41,0,44,26,30,0,74,59,4,4,26,0,7,0,7,4,28,91,100,150,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"119","3400581440",1,"Willingboro Township","005",192,97,186.24,102.604166666667,197,6,799,4.05583756345178,669,1186,27177,6701,6,7,16,9,62,43,2,53,25,93,63,3,68,93,68,27,71,17,1,65,18,16,1,93,81,0,1,7,4,8,1,12,2,59,116,97,251,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,0.97,185.27,105.791547471258,196,6,798,4.07142857142857,671,1187,27257,6695,6,7,16,9,62,43,2,53,25,93,63,3,68,93,68,27,73,17,1,66,18,15,1,93,81,0,1,7,4,8,1,12,2,59,115,97,251,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120","3400582960",1,"Wrightstown Borough","005",22,91,20.02,100,22,7,48,2.18181818181818,653,936,27045,12396,5,0,10,14,71,55,0,41,31,82,45,5,36,68,36,20,71,23,0,50,18,32,0,68,45,0,5,14,0,18,0,18,0,0,242,100,88,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.91,19.11,109.89010989011,21,7,47,2.23809523809524,654,923,27125,12120,5,0,10,15,70,52,0,43,31,81,48,5,38,71,38,20,67,21,0,52,19,29,0,67,43,0,5,14,0,19,0,19,0,0,252,100,86,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121","3400702200",1,"Audubon Borough","007",135,98,132.3,98.5185185185185,133,6,138,1.03759398496241,438,1133,19770,19054,0,1,29,28,42,0,0,100,26,96,71,0,0,61,0,100,3,9,0,2,3,95,19,22,11,0,2,72,2,2,5,9,1,27,84,100,42,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.92,11.04,99.6376811594203,11,7,13,1.18181818181818,416,1071,15890,13446,0,0,55,18,27,0,0,100,20,100,82,0,0,45,0,100,60,77,0,18,36,45,0,55,27,0,0,45,18,9,0,27,9,27,118,100,74,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0.99,121.77,100.188880676686,122,6,125,1.02459016393443,441,1139,20120,19637,0,1,27,29,43,0,0,100,26,96,70,0,0,62,0,100,1,2,0,1,0,99,20,19,9,0,2,75,0,2,6,7,0,0,81,100,40,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"122","3400703250",1,"Barrington Borough","007",13,95,12.35,100,13,8,18,1.38461538461538,508,1120,18326,13236,8,0,46,15,31,8,0,92,22,92,77,0,15,69,15,50,89,61,0,31,0,69,8,54,38,0,0,46,8,8,0,15,0,6,108,100,76,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.95,12.35,105.263157894737,13,8,18,1.38461538461538,508,1120,18326,13236,8,0,46,15,31,8,0,92,22,92,77,0,15,69,15,50,89,61,0,31,0,69,8,54,38,0,0,46,8,8,0,15,0,6,108,100,76,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123","3400704750",1,"Bellmawr Borough","007",18,95,17.1,94.4444444444444,17,7,21,1.23529411764706,708,935,21854,17691,0,0,35,24,41,29,0,71,28,82,65,0,12,65,12,75,60,57,0,35,35,29,0,41,24,0,0,47,0,18,0,18,0,9,89,71,110,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.96,11.52,104.166666666667,12,7,16,1.33333333333333,806,1151,22919,17190,0,0,33,25,42,33,0,67,29,75,58,0,17,75,17,67,33,44,0,42,33,25,0,33,8,0,0,67,0,25,0,25,0,9,101,100,110,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"124","3400705440",1,"Berlin Borough","007",5,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125","3400705470",2,"Berlin Township","007",10,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"126","3400708170",1,"Brooklawn Borough","007",7,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"127","3400710000",1,"Camden City","007",6194,89,5512.66,89.8934452696158,5568,7,12297,2.20851293103448,378,981,16010,7249,12,9,39,10,30,28,4,61,18,97,84,1,43,82,42,22,63,19,3,52,17,28,1,96,53,0,0,2,13,14,16,43,2,34,114,85,124,1179,84,990.36,97.3383416131508,964,7,1982,2.05601659751037,411,1098,17921,8716,8,9,42,9,32,28,2,66,20,95,81,1,35,79,35,25,78,26,0,44,16,39,3,98,55,0,1,2,19,23,0,43,5,58,134,75,132,39,34,28,20,35,95,17,2727,0.89,2427.03,102.512123871563,2488,8,6176,2.48231511254019,410,896,17328,6981,8,10,36,11,35,33,4,53,19,96,81,1,50,89,49,26,83,21,2,58,19,21,1,97,66,0,0,3,19,11,1,31,3,26,100,100,136,56,0,0,Inf,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,0.93,2075.76,98.4217828650711,2043,6,3958,1.93734703866862,324,1025,13619,7030,17,8,43,9,23,22,4,67,16,99,88,1,37,76,36,16,37,13,6,48,16,31,2,95,36,0,0,1,2,13,43,58,0,0,123,73,102,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"128","3400712280",9,"Cherry Hill Township","007",633,93.9257503949447,594.55,96.8404423380727,613,6.69168026101142,869,1.41761827079935,395.670473083197,1041.67210440457,16933.4127243067,12669.5415986949,6.11745513866232,4.43393148450245,42.141924959217,16.2822185970636,31.4600326264274,9.25448613376835,2.52039151712887,87.257748776509,20.6557911908646,98.8874388254486,80.7340946166395,0.166394779771615,10.7536704730832,70.1288743882545,10.3034257748777,72.9184339314845,27.1060358890701,23.1973898858075,0.171288743882545,16.557911908646,11.4649265905383,71.6655791190865,14.2218597063622,47.4078303425775,20.3898858075041,0.169657422512235,15.4616639477977,48.926590538336,1.24469820554649,6.58075040783034,2.8694942903752,11.4698205546493,1.45187601957586,5.38172920065253,107.905383360522,72.0652528548124,93.3278955954323,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0.771486486486487,114.18,105.097214923805,120,5.53333333333333,245,2.04166666666667,468.566666666667,1178.13333333333,18769.9,9316.175,7.81666666666667,8.60833333333333,35.3583333333333,7.725,40.6416666666667,33.9333333333333,5.98333333333333,58.45,21.1916666666667,98.25,74.2916666666667,0.85,39.0666666666667,87.4833333333333,37.2833333333333,32.6,76.875,32.4666666666667,0,45.8916666666667,23.2,30.4833333333333,5.80833333333333,78.2333333333333,51.8583333333333,0,3.36666666666667,21.7666666666667,6.625,16.1083333333333,0.85,23.5833333333333,4.15,6.15833333333333,152.883333333333,78.9333333333333,112.175,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,0.974533762057878,303.08,103.603009106507,314,7.37579617834395,422,1.34394904458599,381.493630573248,1072.8025477707,16428.1560509554,13119.7738853503,5.62738853503185,4.10191082802548,44.3566878980892,17.359872611465,28.5,3.78980891719745,1.27070063694268,93.2324840764331,20.7579617834395,99.0541401273885,82.5573248407643,0,5.57324840764331,62.6082802547771,5.2484076433121,93.6178343949045,15.468152866242,22.6624203821656,0.32484076433121,12.9267515923567,8.22929936305733,78.0350318471338,14.9522292993631,42.7006369426752,13.6656050955414,0.461783439490446,20.5700636942675,52.0859872611465,0,4.75796178343949,2.8375796178344,8.05732484076433,0.484076433121019,0,97.8057324840764,53.8216560509554,66.1210191082803,0,0,,147,0.99,145.53,101.010101010101,147,6,162,1.10204081632653,373.387755102041,809.69387755102,16880.1224489796,15472.8979591837,7.08163265306122,2.46938775510204,38.1020408163265,20.5714285714286,31.7755102040816,1.53061224489796,1.53061224489796,97.4489795918367,21.9591836734694,99.4897959183673,79.6530612244898,0,0,77.3877551020408,0,51.0204081632653,2.46938775510204,2.97959183673469,0,0,0.510204081632653,99.4897959183673,19.9183673469388,35.8367346938776,8.97959183673469,0,17.8775510204082,61.1428571428571,0,4,5.46938775510204,9.46938775510204,1,0,86.530612244898,100,64.7551020408163,27,0.853333333333333,23.04,104.166666666667,24,6,24,1,362,1376,15191,15191,0,0,67,13,21,0,0,100,20,100,88,0,0,42,0,100,100,100,0,17,54,29,0,29,25,4,0,67,0,0,0,0,0,0,146,100,42
"129","3400712550",1,"Chesilhurst Borough","007",46,98,45.08,91.304347826087,42,6,45,1.07142857142857,416,517,18488,17256,0,2,38,29,31,0,0,100,24,100,79,2,0,64,2,0,0,0,0,2,0,98,19,40,36,0,2,60,0,2,0,2,2,0,88,100,46,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,45,0.98,44.1,92.9705215419501,41,6,41,1,407,505,18155,18155,0,2,39,29,29,0,0,100,24,100,80,0,0,63,0,0,0,0,0,0,0,100,20,39,37,0,2,61,0,0,0,0,2,0,86,100,40,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"130","3400713420",1,"Clementon Borough","007",130,84,109.2,84.6153846153846,110,7,157,1.42727272727273,420,755,17907,12546,3,3,45,22,27,7,2,86,22,95,78,0,13,62,13,42,25,22,0,19,9,72,8,43,36,0,1,57,1,5,0,5,0,11,102,37,151,70,96,67.2,99.702380952381,67,8,72,1.07462686567164,422,581,18732,17431,0,3,42,25,30,1,0,99,24,96,75,0,0,52,0,0,16,15,0,0,0,100,13,33,25,0,1,67,0,6,0,6,0,11,75,0,0,100,0,0,0,14,48,40,60,0.71,42.6,100.93896713615,43,6,85,1.97674418604651,416,1030,16621,8408,8,3,51,15,23,16,5,67,19,95,84,0,33,77,33,42,75,28,0,49,23,28,0,58,53,0,0,42,2,2,0,5,0,0,143,95,151,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131","3400714260",1,"Collingswood Borough","007",135,97,130.95,98.5185185185185,133,6,168,1.26315789473684,462,647,21442,16975,2,2,36,18,44,8,0,91,27,92,68,0,8,73,8,65,21,28,0,13,13,74,7,29,17,1,0,71,1,11,0,12,0,14,107,25,102,95,98,93.1,99.8925886143931,93,6,99,1.06451612903226,458,431,23063,21665,0,2,29,20,48,4,0,96,30,89,62,0,0,70,0,89,8,15,0,4,5,90,10,8,4,0,0,92,0,3,0,3,0,11,97,0,0,100,0,0,0,7,16,38,40,0.95,38,105.263157894737,40,6,69,1.725,470,1182,17672,10245,5,0,53,11,32,15,0,80,20,98,83,0,25,80,25,56,93,46,0,33,30,38,0,80,45,3,0,20,3,30,0,33,0,19,130,83,102,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"132","3400726070",1,"Gibbsboro Borough","007",3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
