"","PROPERTY_ID","PROPERTY_NAME","ADDRESS","CITY","TYPE","INSPECTIONS","MEAN_SCORE","MEDIAN_SCORE","MOST_RECENT_INSPECTION","OLDEST_INSPECTION","INSPECTION_INTERVAL"
"537","NJ033000002","Stern-Olsen Towers","555 New Brunswick Ave","Fords","Public Housing",3,89.3333333333333,91,2015-02-23,2008-11-18,6.66666666666667
"538","NJ034000013","Gen Pulaski Ct","19 Daniel P Conte Ct","Garfield","Public Housing",3,90.3333333333333,91,2017-10-17,2009-05-20,6.66666666666667
"539","NJ034000013","Gen Pulaski Ct","71 Daniel P Conte Ct","Garfield","Public Housing",1,91,91,2014-05-07,2014-05-07,20
"540","NJ036000001","Jos P Macaluso Tws","400 68th St","Guttenberg","Public Housing",2,76.5,76.5,2010-04-22,2009-04-16,10
"541","NJ036000001","Jos P Macaluso Tws","6900 Broadway","Guttenberg","Public Housing",1,96,96,2014-05-07,2014-05-07,20
"542","NJ036000001","Jos P Macaluso Tws","7005 Boulevard","Guttenberg","Public Housing",1,80,80,2015-07-01,2015-07-01,20
"543","NJ036000001","Jos P Macaluso Tws","7005 Boulevard E","Guttenberg","Public Housing",2,45,45,2020-02-18,2017-10-12,10
"544","NJ037000001","Camptown Gardens","141 Union Ave","Irvington","Public Housing",6,53.3333333333333,43,2019-06-18,2009-04-13,3.33333333333333
"545","NJ037000001","Camptown Gardens","624 Nye Ave","Irvington","Public Housing",2,73.5,73.5,2014-06-23,2013-07-18,10
"546","NJ038000001","Maplewood Hms","11 Maplewood Homes","Florence","Public Housing",3,68.6666666666667,66,2019-07-19,2009-04-16,6.66666666666667
"547","NJ038000001","Maplewood Hms","620 W Third St","Florence","Public Housing",1,84,84,2014-06-25,2014-06-25,20
"548","NJ039000001","Joanne Hollis Gardens","305 Plainfield Ave","Plainfield","Public Housing",4,50,52.5,2020-01-28,2016-02-25,5
"549","NJ039000001","West End Grdns","305 Plainfield Ave","Plainfield","Public Housing",3,41.3333333333333,45,2011-04-11,2009-02-23,6.66666666666667
"550","NJ039000001","West End Grdns","500 W Ofc 518 West 3rd St Street","Plainfield","Public Housing",1,57,57,2013-05-21,2013-05-21,20
"551","NJ039000001","West End Grdns","500 W Ofc 518 West 4th St Street","Plainfield","Public Housing",1,42,42,2014-05-19,2014-05-19,20
"552","NJ039000002","Elmwood Grdns","532 W Ofc 532 West 2nd St. 1-A Street","Plainfield","Public Housing",1,33,33,2013-05-22,2013-05-22,20
"553","NJ039000002","Elmwood Grdns","544 W 2nd St","Plainfield","Public Housing",3,39.3333333333333,32,2011-04-12,2009-02-09,6.66666666666667
"554","NJ039000003","Richmond Tws","510 E Mofc 510 East Front St. 1st Floor","Plainfield","Public Housing",2,67,67,2014-05-20,2013-05-23,10
"555","NJ039000003","Richmond Tws","520 E Front St","Plainfield","Public Housing",6,60.3333333333333,65.5,2019-03-14,2009-02-06,3.33333333333333
"556","NJ041000001","Jennie Parker Mnr","121 Waterwitch Ave","Highlands","Public Housing",2,83,83,2015-07-14,2009-11-12,10
"557","NJ041000001","Jennie Parker Mnr","125 Waterwitch Ave","Highlands","Public Housing",1,76,76,2013-08-28,2013-08-28,20
"558","NJ042000002","Parkside Senior Ho","25 Parkside St","Somerset","Public Housing",1,89,89,2015-01-09,2015-01-09,20
"559","NJ042000002","Parkside Senior Housng","25 Parkside St","Somerset","Public Housing",1,93,93,2017-11-30,2017-11-30,20
"560","NJ042000003","Parkside Family Ho","10 Parkside St","Somerset","Public Housing",1,98,98,2015-01-09,2015-01-09,20
"561","NJ042000003","Parkside Family Housing","10 Parkside St","Somerset","Public Housing",1,71,71,2017-10-26,2017-10-26,20
"562","NJ042000004","Parkside Family Ho","101 Chester Ave","Somerset","Public Housing",1,85,85,2015-01-14,2015-01-14,20
"563","NJ042000004","Parkside Family Housing","131 Mark Street","Somerset","Public Housing",1,91,91,2017-11-13,2017-11-13,20
"564","NJ043000001","Julius C Engel Grd","14 Rev Samuel Carpenter Blvd","Edison","Public Housing",1,70,70,2013-07-24,2013-07-24,20
"565","NJ043000001","Julius C Engel Grdns No Edison Gardens","12a Weston Forbes Ct","Edison","Public Housing",2,68,68,2015-09-18,2009-11-13,10
"566","NJ043000001","Robert Holmes Gardens","12a Weston Forbes Ct","Edison","Public Housing",2,68,68,2019-08-20,2018-07-16,10
"567","NJ043000002","Julius C Engel Grd","1 Willard Dunham Drive","Edison","Public Housing",1,88,88,2013-07-30,2013-07-30,20
"568","NJ043000002","Julius C Engel Grdns No Edison Gardens","A1 Willard Dunham Drive","Edison","Public Housing",2,82.5,82.5,2019-08-19,2018-07-09,10
"569","NJ043000002","Julius C Engel Grdns No Edison Gardens","K1 Avenue C","Edison","Public Housing",1,91,91,2009-11-10,2009-11-10,20
"570","NJ043000002","Julius C Engel Grdns No Edison Gardens",,"Edison","Public Housing",1,89,89,2015-07-24,2015-07-24,20
"571","NJ044000001","Samuel J Kronman S","242 S 242 South 6th Ave Avenue","Highland Park","Public Housing",1,93,93,2014-06-12,2014-06-12,20
"572","NJ044000001","Samuel J Kronman Sc","242 S 6th Ave","Highland Park","Public Housing",1,70,70,2017-07-06,2017-07-06,20
"573","NJ044000001","Samuel J Kronman Sc","242 S 6th Ave Ste 1","Highland Park","Public Housing",1,80,80,2009-06-02,2009-06-02,20
"574","NJ045000001","Hightstown Homes","131  131 Rogers Avenue Avenue","Hightstown","Public Housing",1,90,90,2014-03-21,2014-03-21,20
"575","NJ045000001","Hightstown Homes","215 Academy St Apt 1","Hightstown","Public Housing",2,71.5,71.5,2011-04-04,2008-12-11,10
"576","NJ045000001","Hightstown Homes","215 S Academy St","Hightstown","Public Housing",2,77,77,2020-02-18,2017-03-03,10
"577","NJ047000001","Edw J Dolan Hms","A1 Bergen St","Carteret","Public Housing",1,89,89,2016-04-21,2016-04-21,20
"578","NJ047000001","Edw J Dolan Hms","C1 Bergen St","Carteret","Public Housing",1,59,59,2018-02-13,2018-02-13,20
"579","NJ047000001","Jeanette Smith Vlg","I1 Union St","Carteret","Public Housing",1,95,95,2009-01-14,2009-01-14,20
"580","NJ047000002","Edw J Dolan Hms","A1 Bergen St","Carteret","Public Housing",1,90,90,2009-01-26,2009-01-26,20
"581","NJ047000002","Jeanette Smith Vlg","96 Roosevelt Ave","Carteret","Public Housing",1,89,89,2014-05-14,2014-05-14,20
"582","NJ047000002","Jeanette Smith Vlg","A1 Noe Street","Carteret","Public Housing",1,73,73,2019-03-06,2019-03-06,20
"583","NJ047000002","Jeanette Smith Vlg","I1 Union St","Carteret","Public Housing",1,91,91,2016-04-19,2016-04-19,20
"584","NJ048000001","Ridge Court","1130 Heck Ave","Neptune","Public Housing",2,58,58,2017-11-08,2015-09-14,10
"585","NJ048000001","Ridge Court","1130 Heck Ave Apt 1","Neptune","Public Housing",2,56.5,56.5,2010-10-14,2010-04-08,10
"586","NJ048000001","Ridge Court","30 Ridge Ave","Neptune","Public Housing",1,86,86,2013-10-21,2013-10-21,20
"587","NJ048000002","Richard Stout Home","1810 Alberta Ave","Neptune","Public Housing",1,91,91,2013-10-23,2013-10-23,20
"588","NJ048000002","Richard Stout Homes","1801 Alberta Ave","Neptune","Public Housing",2,72,72,2018-06-20,2016-10-06,10
"589","NJ048000002","Richard Stout Homes","19 Davis Ave Apt 2","Neptune","Public Housing",2,77,77,2010-10-12,2010-01-19,10
"590","NJ049000003","Bridgeton Commons","1 Clarke Rd","Bridgeton","Public Housing",1,74,74,2013-12-17,2013-12-17,20
"591","NJ049000003","Bridgeton Commons I","1 Clarke Rd","Bridgeton","Public Housing",2,92.5,92.5,2015-02-02,2009-11-17,10
"592","NJ051000001","Ellis Manor","133 Grillo Ave","Glassboro","Public Housing",1,74,74,2009-02-24,2009-02-24,20
"593","NJ051000001","Ellis Manor","737 Lincoln Blvd","Glassboro","Public Housing",1,87,87,2014-04-03,2014-04-03,20
"594","NJ052000001","Riverview Apts/Che","125 Chestnut St","Boonton","Public Housing",1,96,96,2014-01-15,2014-01-15,20
"595","NJ052000001","Riverview Apts/Chestnut   Cottages","122 Plane St","Boonton","Public Housing",3,68.6666666666667,66,2016-09-30,2009-01-23,6.66666666666667
"596","NJ054000002","Duffy Sc/Jfk","262a Warren St","Lakewood","Public Housing",3,71.6666666666667,76,2011-04-14,2009-03-03,6.66666666666667
"597","NJ054000002","Duffy Sc/Jfk","317 Sampson Ave","Lakewood","Public Housing",1,60,60,2014-06-04,2014-06-04,20
"598","NJ055000001","Vincent K Tibbs Sc","111 West St","Englewood","Public Housing",1,63,63,2015-04-20,2015-04-20,20
"599","NJ055000001","Vincent K Tibbs Sc","111 West St Ste 1","Englewood","Public Housing",1,58,58,2009-02-25,2009-02-25,20
"600","NJ057000001","Belmar Plaza Apts","710 8th Ave","Belmar","Public Housing",3,83,79,2017-11-30,2013-07-30,6.66666666666667
"601","NJ057000001","Belmar Plaza Apts","710 8th Ave Ste 1","Belmar","Public Housing",2,89,89,2010-10-12,2008-12-03,10
"602","NJ058000001","Westside Ct/Broadw","205 Seventh St","Salem","Public Housing",1,66,66,2013-12-10,2013-12-10,20
"603","NJ058000001","Westside Ct/Broadway Tws","10 S Front St","Salem","Public Housing",1,52,52,2015-09-24,2015-09-24,20
"604","NJ058000001","Westside Ct/Broadway Tws","70 Anderson Dr","Salem","Public Housing",2,42.5,42.5,2019-11-19,2017-12-14,10
"605","NJ058000001","Westside Ct/Broadway Tws","707 Broadway Towers","Salem","Public Housing",2,54.5,54.5,2009-11-19,2008-12-22,10
"606","NJ059000001","Pleasantville Towe","140 N Main St","Pleasantville","Public Housing",1,92,92,2014-07-07,2014-07-07,20
"607","NJ059000001","Pleasantville Towers No.","140 N Main St","Pleasantville","Public Housing",1,85,85,2009-05-14,2009-05-14,20
"608","NJ059000005","New Hope Community","156 N Main St","Pleasantville","Public Housing",1,91,91,2014-07-11,2014-07-11,20
"609","NJ059000005","New Hope Community  Phase I","153 Woodland Ave","Pleasantville","Public Housing",1,94,94,2009-06-26,2009-06-26,20
"610","NJ059000006","New Hope Homeowner","1409 Jefferson Ave","Pleasantville","Public Housing",1,98,98,2014-07-17,2014-07-17,20
"611","NJ059000006","New Hope Homeownership","210 W Merion Ave","Pleasantville","Public Housing",1,90,90,2009-10-22,2009-10-22,20
"612","NJ060000001","Granville Towers","1 Church St","Keansburg","Public Housing",3,68,66,2013-10-25,2008-12-03,6.66666666666667
"613","NJ060000001","Granville Towers","1 Church St Apt 111","Keansburg","Public Housing",2,54,54,2018-03-27,2015-11-17,10
"614","NJ061000002","Ferguson/Holly Ber",,"Millville","Public Housing",1,96,96,2015-01-26,2015-01-26,20
"615","NJ061000002","Ferguson/Holly Berry Court","2045 Wheaton Ave","Millville","Public Housing",2,88,88,2019-11-12,2017-12-13,10
"616","NJ061000002","Ferguson/Holly Berry Court","Union Lake Road","Millville","Public Housing",2,88.5,88.5,2010-10-15,2008-12-15,10
"617","NJ061000005","Millville Ha","122 E Main St","Millville","Public Housing",4,83.75,87,2015-01-23,2008-12-19,5
"618","NJ061000005","Millville Ha","122 E Main St Apt 511","Millville","Public Housing",1,55,55,2017-11-13,2017-11-13,20
"619","NJ062000001","Lafayette & Osborn","639 Lafayette St","Cape May","Public Housing",1,99,99,2015-01-22,2015-01-22,20
"620","NJ062000001","Lafayette & Osborne & Broad St Ct","1 Osborne Ct","Cape May","Public Housing",1,85,85,2017-09-27,2017-09-27,20
"621","NJ062000001","Lafayette & Osborne & Broad St Ct","11 Broad Streeet Court","Cape May","Public Housing",2,80.5,80.5,2010-09-09,2008-12-10,10
"622","NJ063000001","Parkview & D'orazi","191 W Chestnut Ave","Vineland","Public Housing",1,90,90,2013-12-11,2013-12-11,20
"623","NJ063000001","Parkview & D'orazio Terrace","84 S West Ave Apt 60","Vineland","Public Housing",2,83.5,83.5,2010-11-02,2009-01-02,10
"624","NJ063000001","Parkview & Dorazio Terrace","84 S West Ave Apt 70","Vineland","Public Housing",1,89,89,2017-11-01,2017-11-01,20
"625","NJ063000002","Kidston Twrs","1040 E Landis Ave","Vineland","Public Housing",3,81.3333333333333,80,2017-11-28,2008-12-17,6.66666666666667
"626","NJ063000002","Kidston Twrs","191 W Chestnut Ave","Vineland","Public Housing",2,78.5,78.5,2015-02-02,2013-12-10,10
"627","NJ063000003","Tarklin Acres","191 W Chestnut Ave","Vineland","Public Housing",1,92,92,2013-10-28,2013-10-28,20
"628","NJ063000003","Tarklin Acres","334 Axtell Ave Apt 1","Vineland","Public Housing",3,92.6666666666667,92,2017-10-18,2009-01-02,6.66666666666667
"629","NJ063000004","Vineland Ha","191 W 191 Chestnut Ave Avenue","Vineland","Public Housing",1,84,84,2013-10-29,2013-10-29,20
"630","NJ063000004","Vineland Ha","64 Arcadia Pl","Vineland","Public Housing",3,71.6666666666667,69,2018-10-17,2015-10-08,6.66666666666667
"631","NJ063000004","Vineland Ha","706 Florence Ave","Vineland","Public Housing",2,78,78,2010-11-17,2008-12-11,10
"632","NJ065000001","George Conway Apts","165 Chambers Bridge Rd","Brick","Public Housing",1,84,84,2015-02-03,2015-02-03,20
"633","NJ065000001","George Conway Apts","165 Chambersbridge Rd","Brick","Public Housing",2,71.5,71.5,2009-12-08,2008-12-02,10
"634","NJ066000001","Ann J Ferguson Tow","1601 Dill Ave","Linden","Public Housing",1,96,96,2015-01-12,2015-01-12,20
"635","NJ066000001","Ann J Ferguson Towers","1601 Dill Ave","Linden","Public Housing",1,89,89,2017-11-28,2017-11-28,20
"636","NJ066000001","Ann J Ferguson Towers","1601 Dill Ave Ste 1","Linden","Public Housing",2,83.5,83.5,2010-10-07,2009-02-09,10
"637","NJ067000001","Boiling Springs Gr","147 Hackensack St","East Rutherford","Public Housing",1,98,98,2014-05-22,2014-05-22,20
"638","NJ067000001","Boiling Springs Grdns","147 Hackensack St Ste 1","East Rutherford","Public Housing",1,91,91,2009-04-27,2009-04-27,20
"639","NJ067000003","Ramsey/Mahwah","102 Ramapo Brae Ln","Mahwah","Public Housing",1,84,84,2009-05-18,2009-05-18,20
"640","NJ067000003","Ramsey/Mahwah","1600 Ramapo Brae Ln","Mahwah","Public Housing",1,96,96,2014-06-30,2014-06-30,20
"641","NJ067000005","David F. Roche Apt","2 Aladdin Ave","Dumont","Public Housing",1,99,99,2014-05-28,2014-05-28,20
"642","NJ067000005","Mahwah","207 209 Ramapo Brae Lane","Mahwah","Public Housing",1,87,87,2009-05-18,2009-05-18,20
"643","NJ069000001","Monmouth Ct","107 Throckmorton St","Freehold","Public Housing",4,59.5,54,2020-02-24,2014-06-05,5
"644","NJ069000001","Monmouth Ct","107 Throckmorton St Ste 1","Freehold","Public Housing",2,83,83,2011-04-13,2008-11-21,10
"645","NJ074000001","Penn Tws South","40 S Broad St","Penns Grove","Public Housing",3,79.6666666666667,75,2019-09-17,2014-08-05,6.66666666666667
"646","NJ074000001","Penn Tws South","40 S Broad St Ofc 1","Penns Grove","Public Housing",2,77,77,2010-11-15,2008-11-18,10
"647","NJ075000001","Edgewater","300 Undercliff Ave","Edgewater","Public Housing",1,74,74,2008-12-16,2008-12-16,20
"648","NJ075000001","Edgewater","300 Undercliff Ave Apt 111","Edgewater","Public Housing",2,88.5,88.5,2018-03-28,2015-02-25,10
"649","NJ076000001","Liberty Tws","32 Liberty St","Newton","Public Housing",3,79,93,2019-03-12,2015-03-26,6.66666666666667
"650","NJ076000001","Liberty Tws","32 Liberty St Ste 1","Newton","Public Housing",2,91,91,2011-04-01,2009-01-14,10
"651","NJ077000001","Weehawken H A","525 Gregory Ave","Weehawken","Public Housing",1,64,64,2014-03-31,2014-03-31,20
"652","NJ077000001","Weehawken H A","525 Gregory Ave Ste 1","Weehawken","Public Housing",1,62,62,2009-01-21,2009-01-21,20
"653","NJ080000001","Commissioners Ct A","3700 New Jersey Ave","Wildwood","Public Housing",1,89,89,2014-04-30,2014-04-30,20
"654","NJ080000001","Commissioners Ct Apts","3700 New Jersey Ave Unit A1","Wildwood","Public Housing",3,77.6666666666667,79,2020-03-03,2009-04-28,6.66666666666667
"655","NJ202000001","Parkview Gardens","600 Central Ave","Minotola","Public Housing",1,99,99,2014-06-02,2014-06-02,20
"656","NJ202000001","Parkview Gardens","600 Central Ave Apt A1","Minotola","Public Housing",1,97,97,2010-02-19,2010-02-19,20
"657","NJ218000001","Gloucester Towne","101 Market St","Gloucester","Public Housing",2,90.5,90.5,2015-06-25,2009-10-08,10
"658","NJ218000001","Gloucester Towne","101 Market St","Gloucester City","Public Housing",1,98,98,2013-06-06,2013-06-06,20
