,CENSUS2010,count,name,county,total_units,total_pct_occupied,total_occupied,total_pct_reported,total_reported,total_months_since_report,total_people_reporting,total_people_per_unit,total_rent_per_month,total_spending_per_month,total_hh_income,total_person_income,total_pct_lt5k,total_pct_5k_lt10k,total_pct_10k_lt15k,total_pct_15k_lt20k,total_pct_ge20k,total_pct_wage_major,total_pct_welfare_major,total_pct_other_major,total_pct_median,total_pct_lt50_median,total_pct_lt30_median,total_pct_2adults,total_pct_1adult,total_pct_female_head,total_pct_female_head_child,total_pct_disabled_lt62,total_pct_disabled_ge62,total_pct_disabled_all,total_pct_lt24_head,total_pct_age25_50,total_pct_age51_61,total_pct_age62plus,total_pct_age85plus,total_pct_minority,total_pct_black_nonhsp,total_pct_native_american_nonhsp,total_pct_asian_pacific_nonhsp,total_pct_white_nothsp,total_pct_black_hsp,total_pct_wht_hsp,total_pct_oth_hsp,total_pct_hispanic,total_pct_multi,total_months_waiting,total_months_from_movein,total_pct_utility_allow,total_pct_lt5kave_util_allow,pg2_units,pg2_pct_occupied,pg2_occupied_units,pg2_pct_reported,pg2_reported_units,pg2_months_since_report,pg2_people_reporting,pg2_people_per_unit,pg2_rent_per_month,pg2_spending_per_month,pg2_hh_income,pg2_person_income,pg2_pct_lt5k,pg2_pct_5k_lt10k,pg2_pct_10k_lt15k,pg2_pct_15k_lt20k,pg2_pct_ge20k,pg2_pct_wage_major,pg2_pct_welfare_major,pg2_pct_other_major,pg2_pct_median,pg2_pct_lt50_median,pg2_pct_lt30_median,pg2_pct_2adults,pg2_pct_1adult,pg2_pct_female_head,pg2_pct_female_head_child,pg2_pct_disabled_lt62,pg2_pct_disabled_ge62,pg2_pct_disabled_all,pg2_pct_lt24_head,pg2_pct_age25_50,pg2_pct_age51_61,pg2_pct_age62plus,pg2_pct_age85plus,pg2_pct_minority,pg2_pct_black_nonhsp,pg2_pct_native_american_nonhsp,pg2_pct_asian_pacific_nonhsp,pg2_pct_white_nothsp,pg2_pct_black_hsp,pg2_pct_wht_hsp,pg2_pct_oth_hsp,pg2_pct_hispanic,pg2_pct_multi,pg2_months_waiting,pg2_months_from_movein,pg2_pct_utility_allow,pg2_pct_lt5kave_util_allow,pg2_pct_bed1,pg2_pct_bed2,pg2_pct_bed3,pg2_pct_overhoused,pg2_tpoverty,pg2_tminority,pg2_tpct_ownsfd,pg3_units,pg3_pct_occupied,pg3_occupied_units,pg3_pct_reported,pg3_reported_units,pg3_months_since_report,pg3_people_reporting,pg3_people_per_unit,pg3_rent_per_month,pg3_spending_per_month,pg3_hh_income,pg3_person_income,pg3_pct_lt5k,pg3_pct_5k_lt10k,pg3_pct_10k_lt15k,pg3_pct_15k_lt20k,pg3_pct_ge20k,pg3_pct_wage_major,pg3_pct_welfare_major,pg3_pct_other_major,pg3_pct_median,pg3_pct_lt50_median,pg3_pct_lt30_median,pg3_pct_2adults,pg3_pct_1adult,pg3_pct_female_head,pg3_pct_female_head_child,pg3_pct_disabled_lt62,pg3_pct_disabled_ge62,pg3_pct_disabled_all,pg3_pct_lt24_head,pg3_pct_age25_50,pg3_pct_age51_61,pg3_pct_age62plus,pg3_pct_age85plus,pg3_pct_minority,pg3_pct_black_nonhsp,pg3_pct_native_american_nonhsp,pg3_pct_asian_pacific_nonhsp,pg3_pct_white_nothsp,pg3_pct_black_hsp,pg3_pct_wht_hsp,pg3_pct_oth_hsp,pg3_pct_hispanic,pg3_pct_multi,pg3_months_waiting,pg3_months_from_movein,pg3_pct_utility_allow,pg3_pct_lt5kave_util_allow,pg4_units,pg4_pct_occupied,pg4_occupied_units,pg4_pct_reported,pg4_reported_units,pg4_months_since_report,pg4_people_reporting,pg4_people_per_unit,pg4_rent_per_month,pg4_spending_per_month,pg4_hh_income,pg4_person_income,pg4_pct_lt5k,pg4_pct_5k_lt10k,pg4_pct_10k_lt15k,pg4_pct_15k_lt20k,pg4_pct_ge20k,pg4_pct_wage_major,pg4_pct_welfare_major,pg4_pct_other_major,pg4_pct_median,pg4_pct_lt50_median,pg4_pct_lt30_median,pg4_pct_2adults,pg4_pct_1adult,pg4_pct_female_head,pg4_pct_female_head_child,pg4_pct_disabled_lt62,pg4_pct_disabled_ge62,pg4_pct_disabled_all,pg4_pct_lt24_head,pg4_pct_age25_50,pg4_pct_age51_61,pg4_pct_age62plus,pg4_pct_age85plus,pg4_pct_minority,pg4_pct_black_nonhsp,pg4_pct_native_american_nonhsp,pg4_pct_asian_pacific_nonhsp,pg4_pct_white_nothsp,pg4_pct_black_hsp,pg4_pct_wht_hsp,pg4_pct_oth_hsp,pg4_pct_hispanic,pg4_pct_multi,pg4_months_waiting,pg4_months_from_movein,pg4_pct_utility_allow,pg4_pct_lt5kave_util_allow,pg5_units,pg5_pct_occupied,pg5_occupied_units,pg5_pct_reported,pg5_reported_units,pg5_months_since_report,pg5_people_reporting,pg5_people_per_unit,pg5_rent_per_month,pg5_spending_per_month,pg5_hh_income,pg5_person_income,pg5_pct_lt5k,pg5_pct_5k_lt10k,pg5_pct_10k_lt15k,pg5_pct_15k_lt20k,pg5_pct_ge20k,pg5_pct_wage_major,pg5_pct_welfare_major,pg5_pct_other_major,pg5_pct_median,pg5_pct_lt50_median,pg5_pct_lt30_median,pg5_pct_2adults,pg5_pct_1adult,pg5_pct_female_head,pg5_pct_female_head_child,pg5_pct_disabled_lt62,pg5_pct_disabled_ge62,pg5_pct_disabled_all,pg5_pct_lt24_head,pg5_pct_age25_50,pg5_pct_age51_61,pg5_pct_age62plus,pg5_pct_age85plus,pg5_pct_minority,pg5_pct_black_nonhsp,pg5_pct_native_american_nonhsp,pg5_pct_asian_pacific_nonhsp,pg5_pct_white_nothsp,pg5_pct_black_hsp,pg5_pct_wht_hsp,pg5_pct_oth_hsp,pg5_pct_hispanic,pg5_pct_multi,pg5_months_waiting,pg5_months_from_movein,pg5_pct_utility_allow,pg5_pct_lt5kave_util_allow,pg7_units,pg7_reported,pg7_pct_reported,pg8_units,pg8_pct_occupied,pg8_occupied_units,pg8_pct_reported,pg8_reported_units,pg8_months_since_report,pg8_people_reporting,pg8_people_per_unit,pg8_rent_per_month,pg8_spending_per_month,pg8_hh_income,pg8_person_income,pg8_pct_lt5k,pg8_pct_5k_lt10k,pg8_pct_10k_lt15k,pg8_pct_15k_lt20k,pg8_pct_ge20k,pg8_pct_wage_major,pg8_pct_welfare_major,pg8_pct_other_major,pg8_pct_median,pg8_pct_lt50_median,pg8_pct_lt30_median,pg8_pct_2adults,pg8_pct_1adult,pg8_pct_female_head,pg8_pct_female_head_child,pg8_pct_disabled_lt62,pg8_pct_disabled_ge62,pg8_pct_disabled_all,pg8_pct_lt24_head,pg8_pct_age25_50,pg8_pct_age51_61,pg8_pct_age62plus,pg8_pct_age85plus,pg8_pct_minority,pg8_pct_black_nonhsp,pg8_pct_native_american_nonhsp,pg8_pct_asian_pacific_nonhsp,pg8_pct_white_nothsp,pg8_pct_black_hsp,pg8_pct_wht_hsp,pg8_pct_oth_hsp,pg8_pct_hispanic,pg8_pct_multi,pg8_months_waiting,pg8_months_from_movein,pg8_pct_utility_allow,pg8_pct_lt5kave_util_allow,pg9_units,pg9_pct_occupied,pg9_occupied_units,pg9_pct_reported,pg9_reported_units,pg9_months_since_report,pg9_people_reporting,pg9_people_per_unit,pg9_rent_per_month,pg9_spending_per_month,pg9_hh_income,pg9_person_income,pg9_pct_lt5k,pg9_pct_5k_lt10k,pg9_pct_10k_lt15k,pg9_pct_15k_lt20k,pg9_pct_ge20k,pg9_pct_wage_major,pg9_pct_welfare_major,pg9_pct_other_major,pg9_pct_median,pg9_pct_lt50_median,pg9_pct_lt30_median,pg9_pct_2adults,pg9_pct_1adult,pg9_pct_female_head,pg9_pct_female_head_child,pg9_pct_disabled_lt62,pg9_pct_disabled_ge62,pg9_pct_disabled_all,pg9_pct_lt24_head,pg9_pct_age25_50,pg9_pct_age51_61,pg9_pct_age62plus,pg9_pct_age85plus,pg9_pct_minority,pg9_pct_black_nonhsp,pg9_pct_native_american_nonhsp,pg9_pct_asian_pacific_nonhsp,pg9_pct_white_nothsp,pg9_pct_black_hsp,pg9_pct_wht_hsp,pg9_pct_oth_hsp,pg9_pct_hispanic,pg9_pct_multi,pg9_months_waiting,pg9_months_from_movein,pg9_pct_utility_allow,pg9_pct_lt5kave_util_allow,GISJOIN,GISJOIN2
150,3400777630,1,Waterford Township,Camden,5,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400777630,G340007077630
151,3400781740,1,Winslow Township,Camden,237,95,225.15,98.31223629,233,6,710,3.0472103,452,979,18224,5981,8,16,26,14,35,32,2,63,21,98,79,3,61,93,61,30,76,18,1,68,21,11,0,94,86,0,0,6,2,6,0,7,1,41,107,96,170,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,0.95,225.15,103.4865645,233,6,710,3.0472103,452,979,18224,5981,8,16,26,14,35,32,2,63,21,98,79,3,61,93,61,30,76,18,1,68,21,11,0,94,86,0,0,6,2,6,0,7,1,41,107,96,170,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400781740,G340007081740
152,3400782450,1,Woodlynne Borough,Camden,84,94,78.96,97.61904762,82,6,250,3.048780488,538,958,19214,6302,10,17,19,9,44,35,4,55,23,91,76,6,52,88,51,16,89,15,1,71,17,11,0,98,68,0,0,2,11,17,1,29,2,81,110,99,193,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0.94,78.96,103.8500507,82,6,250,3.048780488,538,958,19214,6302,10,17,19,9,44,35,4,55,23,91,76,6,52,88,51,16,89,15,1,71,17,11,0,98,68,0,0,2,11,17,1,29,2,81,110,99,193,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400782450,G340007082450
153,3400910270,1,Cape May City,Cape May,253,95,240.35,96.44268775,244,6,260,1.06557377,459,518,21239,19932,0,7,25,19,49,2,0,98,35,80,46,0,0,50,0,81,14,18,0,2,7,91,14,9,6,0,0,86,0,2,1,3,0,48,94,2,155,55,99,54.45,99.17355372,54,6,54,1,332,313,14886,14886,0,17,50,17,17,2,0,98,25,94,83,0,0,74,0,79,37,52,0,9,26,65,4,33,19,0,2,67,0,7,6,13,2,48,122,0,0,100,0,0,0,6,16,44,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0.94,182.36,101.9960518,186,6,202,1.086021505,500,569,23280,21436,1,4,17,20,59,2,0,98,38,75,34,0,0,43,0,100,9,8,0,0,1,99,18,3,3,0,0,92,0,0,0,0,0,0,84,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400910270,G340009010270
154,3400910330,1,Cape May Point Borough,Cape May,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400910330,G340009010330
155,3400917560,1,Dennis Township,Cape May,13,92,11.96,92.30769231,12,7,26,2.166666667,295,734,12087,5579,0,25,58,8,8,8,0,92,18,100,100,0,33,92,33,50,50,35,0,58,25,17,0,33,33,0,0,67,0,0,0,0,8,30,75,50,205,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400917560,G340009017560
156,3400941610,4,Lower Township,Cape May,262,96.84732824,253.74,99.61832061,261,5.923371648,419,1.605363985,380.3639847,787.6666667,16546.33716,11739.00383,2.314176245,13.19923372,35.66283525,17.0651341,31.91570881,10.27586207,0.590038314,85.94636015,25.91187739,96.62068966,67.66666667,4.455938697,14.2605364,74.82375479,16.05363985,58.91570881,36.61302682,23.49808429,0.75862069,19.92337165,16.37931034,63.16858238,5.770114943,20.99233716,9.965517241,1.049808429,0.590038314,71.33716475,0,8.712643678,1.137931034,9.850574713,0.459770115,76.46360153,113.2720307,84.37547893,97.22988506,30,99,29.7,97.64309764,29,5,102,3.517241379,408,313,17836,5071,12,4,20,12,52,41,0,45,22,93,76,24,62,90,76,8,33,5,7,69,14,10,0,59,21,0,0,41,0,28,10,38,0,19,115,0,0,0,34,66,0,4,7,73,105,0.923428571,96.96,104.1666667,101,6.188118812,175,1.732673267,391.2277228,993,15782.38614,9153.90099,3.059405941,20.71287129,38.86138614,9.881188119,28.21782178,12.81188119,1.069306931,81,23.89108911,96.27722772,76.14851485,4.198019802,17.79207921,71.02970297,18.04950495,64.40594059,81.58415842,45.84158416,0,30.97029703,36.86138614,33.02970297,1.188118812,26,10.7029703,1.188118812,0,74,0,14.10891089,0,14.10891089,1.188118812,60.61386139,165.2277228,88.83168317,126.8811881,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.97,50.44,103.0927835,52,6,55,1.057692308,340,944,15927,15058,0,13,42,21,23,4,0,96,26,96,67,0,0,75,0,0,12,11,0,0,0,100,12,6,2,0,2,90,0,2,0,2,0,0,79,100,63,0,0,,75,0.99,74.25,101.010101,75,7,79,1.053333333,377,582,17345,16467,0,7,32,28,33,0,0,100,29,99,55,0,0,73,0,0,3,3,0,0,0,100,11,11,9,1,0,67,0,0,0,0,0,0,65,100,53,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400941610,G340009041610
157,3400945810,5,Middle Township,Cape May,72,78.97222222,56.86,80.55555556,58,6.068965517,138,2.379310345,384.9310345,958.4482759,16138.60345,6862.62069,9.034482759,16.10344828,35.4137931,18.25862069,21.96551724,17.22413793,1.931034483,77.82758621,22.53448276,96.44827586,80.86206897,3.362068966,37.84482759,82.48275862,39.4137931,43.01724138,72.27586207,39.9137931,0,41.20689655,31.03448276,27.46551724,0,53.4137931,32.63793103,0,1.931034483,46.5862069,0,17.05172414,1.793103448,18.84482759,0,9.879310345,156.7586207,74.44827586,139.7758621,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0.784927536,54.16,103.3973412,56,6.035714286,136,2.428571429,387.3571429,994.8571429,16249.51786,6714.517857,9.357142857,16.73214286,34.89285714,16.92857143,22.58928571,17.67857143,2,77.19642857,22.55357143,96.26785714,80.33928571,3.482142857,39.23214286,81.91071429,40.85714286,42.41071429,71.28571429,38.57142857,0,42.71428571,32.17857143,24.83928571,0,55.46428571,33.89285714,0,2,44.53571429,0,17.71428571,1.857142857,19.57142857,0,10.23214286,159.6964286,76.92857143,140.2678571,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400945810,G340009045810
158,3400953490,1,North Wildwood City,Cape May,11,96,10.56,100,11,4,18,1.636363636,350,993,14432,8820,0,36,45,0,18,18,0,82,22,100,82,0,27,82,27,71,75,44,0,27,36,36,0,36,9,0,0,64,9,18,0,27,9,0,219,73,114,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.96,10.56,104.1666667,11,4,18,1.636363636,350,993,14432,8820,0,36,45,0,18,18,0,82,22,100,82,0,27,82,27,71,75,44,0,27,36,36,0,36,9,0,0,64,9,18,0,27,9,0,219,73,114,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400953490,G340009053490
159,3400954360,1,Ocean City City,Cape May,163,102,166.26,102.4539877,167,6,248,1.48502994,405,969,17700,11919,3,15,31,19,33,18,1,80,28,94,63,1,14,70,15,38,19,19,1,20,16,63,8,26,19,1,1,74,0,5,0,5,0,48,57,69,51,40,98,39.2,96.93877551,38,8,104,2.736842105,574,1238,22885,8362,6,8,19,8,58,68,0,26,31,84,50,3,61,95,63,3,0,3,3,68,21,8,0,55,39,0,3,45,0,13,0,13,0,0,85,97,44,0,61,39,13,4,11,24,77,1.07,82.39,101.9541206,84,6,93,1.107142857,343,700,15313,13831,4,21,36,20,19,5,1,94,25,96,74,0,1,56,1,83,25,39,0,8,20,71,8,25,19,0,1,75,0,5,0,5,0,48,26,40,62,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.97,44.62,100.851636,45,6,51,1.133333333,377,1234,17775,15684,0,7,31,24,38,0,0,100,29,98,53,0,0,76,0,100,12,14,0,0,4,96,16,2,0,2,0,96,0,0,0,0,0,0,90,100,47,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400954360,G340009054360
160,3400966390,1,Sea Isle City City,Cape May,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400966390,G340009066390
161,3400971010,1,Stone Harbor Borough,Cape May,2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400971010,G340009071010
162,3400974810,1,Upper Township,Cape May,4,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400974810,G340009074810
163,3400978530,1,West Cape May Borough,Cape May,2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400978530,G340009078530
164,3400980210,1,West Wildwood Borough,Cape May,7,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400980210,G340009080210
165,3400981170,1,Wildwood City,Cape May,264,98,258.72,99.24242424,262,5,493,1.881679389,378,657,15892,8445,3,13,44,19,20,14,0,83,24,95,80,3,24,64,23,59,70,41,0,27,29,44,2,51,21,0,1,49,0,27,1,29,1,2,108,46,127,168,99,166.32,99.80759981,166,3,337,2.030120482,403,561,16985,8367,4,6,49,15,25,17,0,81,25,93,77,5,27,61,26,54,83,40,0,34,23,43,2,57,20,1,1,43,1,34,0,34,1,0,91,42,132,58,16,25,2,24,45,29,74,0.96,71.04,104.1666667,74,6,134,1.810810811,340,993,13833,7639,1,31,33,19,16,11,0,84,20,97,86,1,24,77,24,69,86,49,0,19,51,30,1,49,26,0,0,51,0,20,3,23,3,2,151,69,120,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.99,21.78,101.010101,22,6,22,1,322,297,14562,14562,0,9,45,45,0,0,0,100,24,100,77,0,0,41,0,0,14,14,0,0,0,100,5,14,9,0,0,86,0,5,0,5,0,0,83,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400981170,G340009081170
166,3400981200,1,Wildwood Crest Borough,Cape May,14,96,13.44,100,14,6,17,1.214285714,308,993,12615,10389,0,36,36,21,7,7,0,93,21,100,86,0,7,79,7,100,71,71,0,21,29,50,0,14,7,0,0,86,0,7,0,7,0,0,103,50,95,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.96,13.44,104.1666667,14,6,17,1.214285714,308,993,12615,10389,0,36,36,21,7,7,0,93,21,100,86,0,7,79,7,100,71,71,0,21,29,50,0,14,7,0,0,86,0,7,0,7,0,0,103,50,95,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400981200,G340009081200
