,CENSUS2010,count,name,county,total_units,total_pct_occupied,total_occupied,total_pct_reported,total_reported,total_months_since_report,total_people_reporting,total_people_per_unit,total_rent_per_month,total_spending_per_month,total_hh_income,total_person_income,total_pct_lt5k,total_pct_5k_lt10k,total_pct_10k_lt15k,total_pct_15k_lt20k,total_pct_ge20k,total_pct_wage_major,total_pct_welfare_major,total_pct_other_major,total_pct_median,total_pct_lt50_median,total_pct_lt30_median,total_pct_2adults,total_pct_1adult,total_pct_female_head,total_pct_female_head_child,total_pct_disabled_lt62,total_pct_disabled_ge62,total_pct_disabled_all,total_pct_lt24_head,total_pct_age25_50,total_pct_age51_61,total_pct_age62plus,total_pct_age85plus,total_pct_minority,total_pct_black_nonhsp,total_pct_native_american_nonhsp,total_pct_asian_pacific_nonhsp,total_pct_white_nothsp,total_pct_black_hsp,total_pct_wht_hsp,total_pct_oth_hsp,total_pct_hispanic,total_pct_multi,total_months_waiting,total_months_from_movein,total_pct_utility_allow,total_pct_lt5kave_util_allow,pg2_units,pg2_pct_occupied,pg2_occupied_units,pg2_pct_reported,pg2_reported_units,pg2_months_since_report,pg2_people_reporting,pg2_people_per_unit,pg2_rent_per_month,pg2_spending_per_month,pg2_hh_income,pg2_person_income,pg2_pct_lt5k,pg2_pct_5k_lt10k,pg2_pct_10k_lt15k,pg2_pct_15k_lt20k,pg2_pct_ge20k,pg2_pct_wage_major,pg2_pct_welfare_major,pg2_pct_other_major,pg2_pct_median,pg2_pct_lt50_median,pg2_pct_lt30_median,pg2_pct_2adults,pg2_pct_1adult,pg2_pct_female_head,pg2_pct_female_head_child,pg2_pct_disabled_lt62,pg2_pct_disabled_ge62,pg2_pct_disabled_all,pg2_pct_lt24_head,pg2_pct_age25_50,pg2_pct_age51_61,pg2_pct_age62plus,pg2_pct_age85plus,pg2_pct_minority,pg2_pct_black_nonhsp,pg2_pct_native_american_nonhsp,pg2_pct_asian_pacific_nonhsp,pg2_pct_white_nothsp,pg2_pct_black_hsp,pg2_pct_wht_hsp,pg2_pct_oth_hsp,pg2_pct_hispanic,pg2_pct_multi,pg2_months_waiting,pg2_months_from_movein,pg2_pct_utility_allow,pg2_pct_lt5kave_util_allow,pg2_pct_bed1,pg2_pct_bed2,pg2_pct_bed3,pg2_pct_overhoused,pg2_tpoverty,pg2_tminority,pg2_tpct_ownsfd,pg3_units,pg3_pct_occupied,pg3_occupied_units,pg3_pct_reported,pg3_reported_units,pg3_months_since_report,pg3_people_reporting,pg3_people_per_unit,pg3_rent_per_month,pg3_spending_per_month,pg3_hh_income,pg3_person_income,pg3_pct_lt5k,pg3_pct_5k_lt10k,pg3_pct_10k_lt15k,pg3_pct_15k_lt20k,pg3_pct_ge20k,pg3_pct_wage_major,pg3_pct_welfare_major,pg3_pct_other_major,pg3_pct_median,pg3_pct_lt50_median,pg3_pct_lt30_median,pg3_pct_2adults,pg3_pct_1adult,pg3_pct_female_head,pg3_pct_female_head_child,pg3_pct_disabled_lt62,pg3_pct_disabled_ge62,pg3_pct_disabled_all,pg3_pct_lt24_head,pg3_pct_age25_50,pg3_pct_age51_61,pg3_pct_age62plus,pg3_pct_age85plus,pg3_pct_minority,pg3_pct_black_nonhsp,pg3_pct_native_american_nonhsp,pg3_pct_asian_pacific_nonhsp,pg3_pct_white_nothsp,pg3_pct_black_hsp,pg3_pct_wht_hsp,pg3_pct_oth_hsp,pg3_pct_hispanic,pg3_pct_multi,pg3_months_waiting,pg3_months_from_movein,pg3_pct_utility_allow,pg3_pct_lt5kave_util_allow,pg4_units,pg4_pct_occupied,pg4_occupied_units,pg4_pct_reported,pg4_reported_units,pg4_months_since_report,pg4_people_reporting,pg4_people_per_unit,pg4_rent_per_month,pg4_spending_per_month,pg4_hh_income,pg4_person_income,pg4_pct_lt5k,pg4_pct_5k_lt10k,pg4_pct_10k_lt15k,pg4_pct_15k_lt20k,pg4_pct_ge20k,pg4_pct_wage_major,pg4_pct_welfare_major,pg4_pct_other_major,pg4_pct_median,pg4_pct_lt50_median,pg4_pct_lt30_median,pg4_pct_2adults,pg4_pct_1adult,pg4_pct_female_head,pg4_pct_female_head_child,pg4_pct_disabled_lt62,pg4_pct_disabled_ge62,pg4_pct_disabled_all,pg4_pct_lt24_head,pg4_pct_age25_50,pg4_pct_age51_61,pg4_pct_age62plus,pg4_pct_age85plus,pg4_pct_minority,pg4_pct_black_nonhsp,pg4_pct_native_american_nonhsp,pg4_pct_asian_pacific_nonhsp,pg4_pct_white_nothsp,pg4_pct_black_hsp,pg4_pct_wht_hsp,pg4_pct_oth_hsp,pg4_pct_hispanic,pg4_pct_multi,pg4_months_waiting,pg4_months_from_movein,pg4_pct_utility_allow,pg4_pct_lt5kave_util_allow,pg5_units,pg5_pct_occupied,pg5_occupied_units,pg5_pct_reported,pg5_reported_units,pg5_months_since_report,pg5_people_reporting,pg5_people_per_unit,pg5_rent_per_month,pg5_spending_per_month,pg5_hh_income,pg5_person_income,pg5_pct_lt5k,pg5_pct_5k_lt10k,pg5_pct_10k_lt15k,pg5_pct_15k_lt20k,pg5_pct_ge20k,pg5_pct_wage_major,pg5_pct_welfare_major,pg5_pct_other_major,pg5_pct_median,pg5_pct_lt50_median,pg5_pct_lt30_median,pg5_pct_2adults,pg5_pct_1adult,pg5_pct_female_head,pg5_pct_female_head_child,pg5_pct_disabled_lt62,pg5_pct_disabled_ge62,pg5_pct_disabled_all,pg5_pct_lt24_head,pg5_pct_age25_50,pg5_pct_age51_61,pg5_pct_age62plus,pg5_pct_age85plus,pg5_pct_minority,pg5_pct_black_nonhsp,pg5_pct_native_american_nonhsp,pg5_pct_asian_pacific_nonhsp,pg5_pct_white_nothsp,pg5_pct_black_hsp,pg5_pct_wht_hsp,pg5_pct_oth_hsp,pg5_pct_hispanic,pg5_pct_multi,pg5_months_waiting,pg5_months_from_movein,pg5_pct_utility_allow,pg5_pct_lt5kave_util_allow,pg6_units,pg7_units,pg7_reported,pg7_pct_reported,pg8_units,pg8_pct_occupied,pg8_occupied_units,pg8_pct_reported,pg8_reported_units,pg8_months_since_report,pg8_people_reporting,pg8_people_per_unit,pg8_rent_per_month,pg8_spending_per_month,pg8_hh_income,pg8_person_income,pg8_pct_lt5k,pg8_pct_5k_lt10k,pg8_pct_10k_lt15k,pg8_pct_15k_lt20k,pg8_pct_ge20k,pg8_pct_wage_major,pg8_pct_welfare_major,pg8_pct_other_major,pg8_pct_median,pg8_pct_lt50_median,pg8_pct_lt30_median,pg8_pct_2adults,pg8_pct_1adult,pg8_pct_female_head,pg8_pct_female_head_child,pg8_pct_disabled_lt62,pg8_pct_disabled_ge62,pg8_pct_disabled_all,pg8_pct_lt24_head,pg8_pct_age25_50,pg8_pct_age51_61,pg8_pct_age62plus,pg8_pct_age85plus,pg8_pct_minority,pg8_pct_black_nonhsp,pg8_pct_native_american_nonhsp,pg8_pct_asian_pacific_nonhsp,pg8_pct_white_nothsp,pg8_pct_black_hsp,pg8_pct_wht_hsp,pg8_pct_oth_hsp,pg8_pct_hispanic,pg8_pct_multi,pg8_months_waiting,pg8_months_from_movein,pg8_pct_utility_allow,pg8_pct_lt5kave_util_allow,pg9_units,pg9_pct_occupied,pg9_occupied_units,pg9_pct_reported,pg9_reported_units,pg9_months_since_report,pg9_people_reporting,pg9_people_per_unit,pg9_rent_per_month,pg9_spending_per_month,pg9_hh_income,pg9_person_income,pg9_pct_lt5k,pg9_pct_5k_lt10k,pg9_pct_10k_lt15k,pg9_pct_15k_lt20k,pg9_pct_ge20k,pg9_pct_wage_major,pg9_pct_welfare_major,pg9_pct_other_major,pg9_pct_median,pg9_pct_lt50_median,pg9_pct_lt30_median,pg9_pct_2adults,pg9_pct_1adult,pg9_pct_female_head,pg9_pct_female_head_child,pg9_pct_disabled_lt62,pg9_pct_disabled_ge62,pg9_pct_disabled_all,pg9_pct_lt24_head,pg9_pct_age25_50,pg9_pct_age51_61,pg9_pct_age62plus,pg9_pct_age85plus,pg9_pct_minority,pg9_pct_black_nonhsp,pg9_pct_native_american_nonhsp,pg9_pct_asian_pacific_nonhsp,pg9_pct_white_nothsp,pg9_pct_black_hsp,pg9_pct_wht_hsp,pg9_pct_oth_hsp,pg9_pct_hispanic,pg9_pct_multi,pg9_months_waiting,pg9_months_from_movein,pg9_pct_utility_allow,pg9_pct_lt5kave_util_allow,GISJOIN,GISJOIN2
140,3400753880,1,Oaklyn Borough,Camden,10,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400753880,G340007053880
141,3400757660,1,Pennsauken Township,Camden,788,94,740.72,95.55837563,753,6,1373,1.823373174,387,827,16123,8842,4,20,32,16,28,22,2,74,22,98,80,1,30,76,29,26,26,18,3,37,12,48,5,58,25,0,3,14,3,15,12,30,1,9,100,98,72,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0.92,219.88,99.14498818,218,6,528,2.422018349,486,848,19184,7921,5,15,27,14,39,34,1,62,24,97,72,1,47,81,46,33,84,26,2,52,20,26,0,89,54,0,2,11,10,23,1,34,1,9,102,93,146,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.95,383.8,103.1787389,396,6,688,1.737373737,359,904,15337,8828,4,22,30,17,27,22,2,72,21,98,82,1,31,78,31,21,26,15,4,42,12,42,5,33,13,0,3,15,1,6,10,16,0,0,101,99,46,0,0,0,,145,0.94,136.3,101.9809244,139,8,157,1.129496403,313,576,13561,12006,1,25,43,18,12,3,0,96,20,100,89,0,0,63,0,0,4,3,0,0,1,99,15,80,15,0,1,14,0,27,37,63,0,0,92,100,36,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400757660,G340007057660
142,3400758770,1,Pine Hill Borough,Camden,772,96,741.12,67.0984456,518,8,792,1.528957529,476,1062,17853,11677,2,21,30,13,34,24,1,75,25,93,70,1,24,79,24,48,55,36,3,39,24,34,2,72,61,1,0,22,1,4,6,11,1,13,113,100,108,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0.93,114.39,99.65906111,114,6,176,1.543859649,394,895,15744,10197,4,19,35,16,25,18,2,80,22,98,78,0,22,89,22,51,82,50,2,33,25,39,1,83,72,0,1,17,1,8,2,11,1,13,140,99,93,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0.98,294,100.6802721,296,9,435,1.469594595,331,1127,14151,9629,2,28,38,14,18,14,1,85,20,99,87,1,21,73,20,67,54,44,1,36,27,36,3,70,56,1,0,29,0,3,9,13,1,0,120,100,131,0,348,108,31.03448276,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400758770,G340007058770
143,3400765160,1,Runnemede Borough,Camden,23,98,22.54,95.65217391,22,7,29,1.318181818,379,888,14374,10905,10,24,29,14,24,5,0,91,20,100,82,0,14,55,14,75,100,69,0,27,27,45,5,45,41,0,0,55,0,5,0,5,0,0,92,91,90,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.98,22.54,97.60425909,22,7,29,1.318181818,379,888,14374,10905,10,24,29,14,24,5,0,91,20,100,82,0,14,55,14,75,100,69,0,27,27,45,5,45,41,0,0,55,0,5,0,5,0,0,92,91,90,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400765160,G340007065160
144,3400768340,1,Somerdale Borough,Camden,28,98,27.44,96.42857143,27,5,38,1.407407407,417,887,16865,11983,0,30,33,11,26,15,0,85,23,96,78,0,11,56,11,82,100,68,0,26,37,37,0,89,78,0,0,11,4,7,0,11,0,0,90,100,89,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.98,27.44,98.39650146,27,5,38,1.407407407,417,887,16865,11983,0,30,33,11,26,15,0,85,23,96,78,0,11,56,11,82,100,68,0,26,37,37,0,89,78,0,0,11,4,7,0,11,0,0,90,100,89,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400768340,G340007068340
145,3400771220,1,Stratford Borough,Camden,16,98,15.68,100,16,5,24,1.5,517,884,22910,15273,6,25,38,6,25,19,0,81,30,88,75,0,19,75,19,44,86,46,0,50,6,44,0,81,31,0,0,19,0,50,0,50,0,0,97,88,121,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.98,15.68,102.0408163,16,5,24,1.5,517,884,22910,15273,6,25,38,6,25,19,0,81,30,88,75,0,19,75,19,44,86,46,0,50,6,44,0,81,31,0,0,19,0,50,0,50,0,0,97,88,121,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400771220,G340007071220
146,3400776220,2,Voorhees Township,Camden,288,94,270.72,92.36111111,266,7,306,1.15037594,320,1049,13816,12010,3,26,40,14,17,2,0,98,20,100,84,0,1,67,1,80,4,9,0,3,4,92,16,52,17,0,27,48,0,7,0,7,0,0,108,97,35,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0.96,263.04,98.08394161,258,7,291,1.127906977,316,1053,13730,12173,3,26,41,14,16,2,0,98,20,100,84,0,0,67,0,93,3,8,0,3,2,94,16,51,16,0,28,48,0,7,0,7,0,0,107,97,32,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400776220,G340007076220
147,3400777630,1,Waterford Township,Camden,4,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400777630,G340007077630
148,3400781740,1,Winslow Township,Camden,223,98,218.54,97.30941704,217,6,706,3.253456221,415,902,17428,5357,13,15,22,13,36,34,3,59,20,98,79,3,63,96,64,24,80,15,2,73,16,9,0,93,87,0,0,7,1,5,0,6,1,6,104,94,170,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0.98,218.54,99.29532351,217,6,706,3.253456221,415,902,17428,5357,13,15,22,13,36,34,3,59,20,98,79,3,63,96,64,24,80,15,2,73,16,9,0,93,87,0,0,7,1,5,0,6,1,6,104,94,170,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400781740,G340007081740
149,3400782450,1,Woodlynne Borough,Camden,84,98,82.32,97.61904762,82,6,248,3.024390244,513,886,18836,6228,11,16,14,11,48,37,4,57,22,96,77,5,56,90,57,21,89,16,0,72,17,11,0,96,68,0,0,4,11,17,0,28,4,0,101,98,196,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0.98,82.32,99.61127308,82,6,248,3.024390244,513,886,18836,6228,11,16,14,11,48,37,4,57,22,96,77,5,56,90,57,21,89,16,0,72,17,11,0,96,68,0,0,4,11,17,0,28,4,0,101,98,196,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400782450,G340007082450
150,3400910270,1,Cape May City,Cape May,254,95,241.3,95.66929134,243,7,264,1.086419753,462,538,21366,19666,1,10,23,18,49,2,0,98,35,79,45,0,0,47,0,76,9,14,0,2,8,90,14,11,6,0,0,86,0,2,2,4,0,51,94,2,155,56,96,53.76,98.58630952,53,8,55,1.037735849,328,488,14837,14297,0,28,42,11,19,4,0,96,25,92,79,0,0,75,0,82,29,49,0,11,30,58,4,34,17,0,2,66,0,8,8,15,2,51,129,0,0,100,0,0,0,7,16,46,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0.94,182.36,101.9960518,186,6,205,1.102150538,504,544,23464,21289,1,5,16,20,59,2,0,98,39,74,34,0,0,39,0,0,4,4,0,0,1,99,17,4,3,0,0,92,0,1,1,1,0,0,82,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400910270,G340009010270
151,3400910330,1,Cape May Point Borough,Cape May,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400910330,G340009010330
152,3400917560,1,Dennis Township,Cape May,10,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400917560,G340009017560
153,3400941610,4,Lower Township,Cape May,270,97.87777778,264.27,97.03703704,262,5.702290076,426,1.625954198,364.3320611,762.9236641,15935.94275,11158.34351,2.557251908,14.26335878,38.68320611,18.72519084,25.71755725,10.16030534,0.824427481,86.53816794,24.50381679,96.5610687,73.02290076,4.625954198,14.88167939,75.44274809,17.26717557,54.18320611,38.53816794,22.78625954,1.099236641,19.97328244,17.70610687,61.08778626,7.648854962,20.34732824,8.839694656,0.824427481,0.56870229,69.98473282,0,9.328244275,1.099236641,10.54961832,0.255725191,13.68320611,112.6183206,85.28244275,98.51145038,29,96,27.84,100.5747126,28,4,98,3.5,427,488,18251,5214,12,12,27,12,38,46,0,46,22,89,79,29,61,89,79,8,50,5,11,71,11,7,0,64,18,0,0,36,0,36,11,46,0,18,107,0,0,0,36,64,0,6,7,72,114,0.945614035,107.8,99.25788497,107,5.869158879,191,1.785046729,364.411215,913,14851.97196,8370.906542,3.822429907,20.92523364,40.31775701,13.19626168,21.60747664,11.22429907,1.598130841,82.35514019,22.01869159,95.6635514,81.36448598,3.429906542,19.82242991,74.99065421,20.21495327,60.41121495,81.8317757,43.21495327,0,29.73831776,39.06542056,30.57009346,1.598130841,23.42056075,9.859813084,0.626168224,0,76.57943925,0,12.30841121,0,12.30841121,0.626168224,13.17757009,161.9345794,89.98130841,129.3084112,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.98,50.96,96.15384615,49,6,51,1.040816327,328,861,15452,14846,0,10,45,22,22,2,0,98,26,100,69,0,0,71,0,0,10,10,0,0,0,100,16,6,2,0,2,86,0,2,0,2,0,0,79,100,61,0,0,0,,75,0.98,73.5,100.6802721,74,7,78,1.054054054,360,571,16797,15936,0,9,35,27,28,0,0,100,28,99,64,0,0,73,0,0,3,3,0,0,0,100,15,9,8,1,0,62,0,0,0,0,0,0,64,100,53,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400941610,G340009041610
154,3400945810,5,Middle Township,Cape May,75,79.96,59.97,80,60,6.466666667,147,2.45,324.4833333,880.3833333,13314.88333,5841.833333,5.466666667,19.51666667,40.23333333,13.43333333,21.76666667,18.38333333,0,69.78333333,18.78333333,98.41666667,91.88333333,3.466666667,41.85,80.23333333,40.26666667,45.86666667,68.33333333,38.01666667,0,46.73333333,28.53333333,25.05,0,53.31666667,33.4,0,1.666666667,46.68333333,0,16.65,1.6,18.25,0,5.066666667,149.25,75.16666667,138.05,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0.789444444,56.84,100.2814919,57,6.157894737,144,2.526315789,327.2982456,913,13393.03509,5654.175439,5.754385965,18.8245614,40.52631579,12.43859649,22.89473684,19.36842105,0,68.49122807,18.43859649,98.31578947,91.43859649,3.649122807,44.07017544,79.15789474,42.38596491,43.9122807,66.66666667,35.8245614,0,49.19298246,28.07017544,22.73684211,0,56.14035088,35.15789474,0,1.754385965,43.85964912,0,17.54385965,1.684210526,19.22807018,0,5.333333333,154.4736842,79.15789474,138.4210526,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400945810,G340009045810
155,3400953490,1,North Wildwood City,Cape May,12,98,11.76,100,12,3,19,1.583333333,357,913,14728,9302,0,25,42,8,25,17,0,83,22,100,92,0,25,83,25,80,0,42,0,33,50,17,0,33,8,0,0,67,8,17,0,25,8,0,200,67,114,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.98,11.76,102.0408163,12,3,19,1.583333333,357,913,14728,9302,0,25,42,8,25,17,0,83,22,100,92,0,25,83,25,80,0,42,0,33,50,17,0,33,8,0,0,67,8,17,0,25,8,0,200,67,114,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400953490,G340009053490
156,3400954360,1,Ocean City City,Cape May,111,97,107.67,92.79279279,103,7,179,1.737864078,422,1078,18411,10594,3,10,27,26,35,24,0,74,28,92,64,3,25,78,26,21,16,12,1,29,16,54,9,30,22,1,1,69,0,6,0,6,0,49,75,97,45,40,98,39.2,96.93877551,38,7,106,2.789473684,503,1148,20976,7520,8,3,14,25,50,66,0,29,28,87,61,8,66,92,68,0,0,2,3,71,18,8,0,55,39,0,3,45,0,13,0,13,0,15,73,100,45,0,61,39,13,5,11,27,28,0.93,26.04,96.00614439,25,7,28,1.12,383,723,16477,14712,0,20,36,24,20,0,0,100,27,96,68,0,4,60,4,75,24,36,0,12,20,68,12,36,32,0,0,64,0,4,0,4,0,51,42,88,43,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0.99,42.57,93.96288466,40,8,45,1.125,369,1230,17183,15273,0,10,33,28,30,0,0,100,28,95,65,0,0,75,0,100,14,20,0,0,10,90,15,3,0,3,0,95,0,0,0,0,0,0,98,100,46,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3400954360,G340009054360
